7,aa
5,aa
3,aa
6,aa
6,aa
-4,aa
6,aa
6,aa
7,aa
6,aa
6,aa
6,aa
9,aa
11,aa
6,aa
8,aa
6,aa
5,aa
4,aa
7,aa
5,aa
7,aa
6,aa
7,aa
9,bb
8,aa
6,aa
7,aa
7,aa
8,aa
10,aa
7,bb
8,aa
5,aa
7,aa
6,aa
3,aa
7,aa
8,aa
4,aa
6,aa
5,aa
8,aa
6,aa
9,aa
4,ss
7,aa
7,aa
7,aa
6,aa
3,aa
-6,aa
6,aa
6,aa
6,aa
6,aa
4,bb
7,aa
7,aa
4,aa
6,aa
6,ss
6,aa
9,aa
5,aa
7,aa
3,aa
5,aa
8,aa
7,aa
6,aa
6,aa
7,aa
6,aa
6,aa
4,aa
5,aa
8,aa
6,aa
8,bb
4,aa
6,aa
8,aa
8,aa
6,bb
5,aa
4,aa
6,ss
6,aa
7,aa
8,aa
8,aa
7,aa
6,aa
8,aa
7,aa
9,aa
7,aa
8,ss
5,aa
5,aa
6,bb
4,aa
4,aa
8,aa
6,aa
8,aa
4,aa
7,aa
8,aa
7,aa
8,aa
7,aa
7,aa
6,aa
4,aa
6,aa
11,aa
4,aa
4,aa
7,bb
8,aa
6,aa
5,aa
7,aa
7,aa
7,aa
7,aa
7,bb
7,aa
7,aa
6,aa
6,aa
0,aa
7,aa
7,aa
3,aa
7,aa
8,bb
6,aa
7,aa
8,aa
4,aa
11,aa
6,aa
5,aa
6,aa
7,aa
6,aa
8,aa
5,ss
4,aa
6,aa
7,aa
7,aa
7,aa
7,aa
6,aa
4,aa
6,aa
4,aa
6,aa
7,aa
5,aa
7,aa
8,aa
10,aa
4,aa
8,aa
9,aa
7,aa
8,aa
7,aa
10,aa
7,bb
5,aa
7,aa
6,aa
9,bb
7,aa
5,aa
7,aa
9,aa
6,aa
7,aa
6,aa
6,aa
5,aa
7,aa
6,aa
6,aa
6,bb
7,aa
7,aa
4,aa
7,aa
7,aa
5,aa
6,bb
7,aa
5,aa
5,aa
7,aa
5,aa
3,aa
6,aa
7,aa
6,aa
6,aa
7,aa
7,aa
3,aa
8,ss
6,bb
10,aa
4,aa
7,aa
5,aa
5,aa
5,aa
7,aa
4,aa
6,aa
7,aa
6,bb
7,aa
8,aa
6,aa
7,aa
7,aa
6,aa
8,aa
6,aa
8,aa
4,aa
8,aa
6,bb
5,aa
7,aa
3,aa
4,aa
5,aa
7,aa
6,ss
5,aa
7,aa
5,aa
7,aa
6,aa
6,aa
5,aa
4,aa
6,aa
7,aa
6,aa
8,aa
7,aa
7,aa
6,aa
9,aa
4,aa
7,aa
6,aa
4,aa
6,aa
5,aa
5,aa
2,aa
8,aa
6,aa
10,aa
7,aa
6,aa
7,aa
5,aa
7,aa
7,aa
7,aa
5,aa
6,aa
6,ss
6,aa
9,aa
6,aa
6,ss
7,aa
6,aa
6,aa
8,aa
5,aa
6,aa
6,aa
5,aa
7,aa
5,aa
6,bb
4,bb
6,aa
8,aa
7,aa
4,aa
6,aa
6,aa
3,aa
7,aa
7,aa
6,ss
7,aa
5,aa
8,aa
8,aa
8,aa
6,aa
9,aa
2,aa
3,aa
6,ss
4,aa
6,aa
6,aa
4,bb
6,aa
6,aa
8,aa
7,bb
7,aa
5,aa
7,aa
5,aa
7,bb
7,aa
9,aa
6,aa
5,aa
5,aa
9,ss
8,aa
7,aa
6,aa
8,aa
7,aa
6,aa
4,aa
7,aa
6,bb
6,aa
6,aa
10,aa
6,aa
7,aa
1,aa
7,aa
7,aa
6,aa
5,bb
6,aa
6,aa
7,aa
6,aa
8,aa
7,aa
4,aa
6,aa
7,aa
7,aa
8,aa
8,aa
7,aa
6,aa
8,aa
10,aa
7,aa
4,aa
6,aa
8,aa
7,aa
5,aa
6,aa
7,aa
9,aa
8,aa
9,aa
5,ss
4,ss
11,aa
6,aa
9,aa
4,aa
6,aa
3,aa
6,aa
5,ss
10,aa
6,aa
7,aa
5,aa
8,aa
6,bb
6,aa
6,aa
6,bb
8,aa
6,bb
6,bb
8,aa
6,aa
7,aa
5,aa
7,aa
6,ss
7,aa
7,aa
7,aa
6,aa
4,aa
0,aa
10,bb
7,aa
7,aa
9,aa
8,aa
7,aa
5,aa
6,aa
5,bb
6,aa
7,aa
5,aa
7,aa
11,aa
7,aa
7,aa
7,aa
4,aa
5,aa
6,aa
6,aa
8,aa
6,aa
7,aa
5,aa
7,aa
2,aa
7,aa
5,aa
7,aa
10,ss
7,aa
10,aa
5,aa
5,aa
4,aa
4,aa
6,aa
7,aa
7,aa
6,aa
7,aa
6,aa
7,aa
7,aa
9,aa
6,aa
4,aa
8,aa
6,aa
8,bb
5,aa
6,aa
6,aa
4,aa
5,aa
8,aa
7,aa
7,aa
5,aa
5,aa
7,bb
4,aa
3,aa
10,ss
5,aa
12,aa
5,aa
5,aa
7,aa
4,aa
8,aa
6,aa
5,aa
7,aa
5,aa
5,aa
8,aa
9,aa
8,aa
7,aa
12,aa
7,aa
7,aa
8,aa
4,aa
6,ss
7,aa
4,aa
6,aa
7,aa
8,aa
7,aa
6,aa
4,aa
5,bb
7,aa
7,aa
7,aa
7,aa
6,aa
3,aa
7,aa
6,aa
8,aa
9,aa
4,aa
8,aa
6,aa
5,aa
8,aa
5,aa
5,aa
7,aa
3,aa
5,aa
5,aa
7,aa
8,ss
5,aa
5,aa
5,aa
6,aa
4,aa
9,ss
13,aa
5,aa
5,aa
5,ss
4,aa
6,aa
3,aa
7,aa
9,aa
7,aa
7,aa
5,aa
7,aa
6,aa
7,aa
3,aa
6,aa
4,aa
7,aa
7,aa
5,bb
10,aa
7,aa
5,aa
8,aa
3,aa
6,aa
8,aa
6,aa
4,aa
5,aa
11,aa
7,aa
5,aa
4,aa
5,aa
6,aa
8,aa
4,aa
7,aa
7,aa
7,aa
6,aa
8,aa
5,aa
8,aa
6,aa
8,aa
6,aa
6,aa
5,aa
8,aa
4,aa
7,aa
6,aa
6,aa
7,aa
9,aa
5,aa
9,aa
7,aa
7,bb
6,aa
5,aa
9,aa
6,aa
6,aa
7,aa
8,aa
7,aa
5,bb
7,aa
8,bb
7,aa
4,aa
7,aa
7,aa
12,aa
5,aa
4,aa
4,aa
5,aa
7,aa
6,aa
7,aa
7,aa
8,aa
6,aa
5,bb
6,aa
6,ss
8,ss
7,aa
5,bb
5,aa
6,aa
6,aa
6,aa
8,aa
9,aa
6,aa
8,ss
4,aa
5,aa
6,aa
8,aa
4,aa
6,ss
7,aa
13,aa
7,aa
11,aa
6,aa
7,bb
7,aa
4,aa
8,aa
7,aa
10,aa
6,aa
7,aa
7,aa
5,aa
1,aa
4,aa
4,aa
5,aa
7,aa
6,aa
8,aa
4,aa
7,bb
7,aa
5,aa
7,aa
6,aa
13,aa
8,aa
6,aa
8,aa
8,aa
7,aa
1,aa
4,bb
5,aa
4,aa
8,aa
6,aa
5,aa
7,aa
8,aa
4,aa
4,aa
8,aa
8,aa
6,aa
5,aa
7,aa
8,aa
9,aa
7,aa
9,aa
0,aa
8,bb
3,aa
7,aa
8,bb
5,aa
6,aa
9,aa
6,aa
3,aa
7,aa
7,aa
6,aa
8,bb
6,aa
7,aa
5,aa
12,aa
6,aa
8,aa
6,aa
6,aa
6,aa
3,aa
10,bb
6,aa
4,aa
9,aa
4,aa
4,aa
9,aa
6,aa
6,aa
6,aa
5,aa
6,aa
6,aa
3,aa
6,aa
8,aa
7,aa
7,aa
7,aa
6,aa
5,aa
7,bb
6,aa
4,aa
7,aa
7,aa
4,aa
6,aa
11,aa
7,aa
6,aa
7,aa
4,aa
7,aa
4,aa
7,bb
9,aa
9,aa
8,bb
8,aa
4,aa
6,aa
8,aa
5,aa
4,aa
6,aa
4,aa
7,aa
5,aa
6,ss
3,aa
4,aa
6,aa
7,aa
9,aa
6,aa
6,aa
7,aa
6,aa
5,aa
4,aa
7,aa
5,aa
6,bb
7,aa
7,aa
7,aa
6,aa
7,aa
5,aa
6,bb
7,aa
7,aa
5,aa
7,aa
7,bb
6,aa
6,aa
5,aa
7,aa
4,aa
6,aa
6,aa
7,aa
6,aa
10,aa
7,aa
4,aa
6,aa
6,aa
4,aa
5,aa
6,aa
5,aa
7,aa
7,aa
8,aa
8,aa
5,aa
4,aa
7,aa
7,aa
6,aa
5,aa
5,aa
8,aa
4,aa
5,aa
10,aa
7,aa
7,aa
5,aa
7,aa
7,aa
4,aa
5,aa
6,aa
6,ss
7,aa
9,bb
7,aa
6,aa
8,aa
6,ss
6,aa
6,bb
6,aa
6,aa
7,aa
0,aa
3,aa
4,aa
7,bb
6,aa
6,bb
6,aa
6,aa
8,aa
7,aa
5,aa
4,aa
7,aa
3,aa
8,bb
13,aa
11,aa
6,aa
5,aa
11,aa
7,aa
7,aa
4,aa
5,aa
6,aa
8,aa
6,aa
6,aa
7,aa
6,aa
7,aa
4,aa
8,aa
5,aa
7,aa
6,aa
7,aa
4,aa
6,bb
8,aa
6,aa
9,aa
7,aa
6,aa
5,aa
7,aa
6,aa
3,aa
8,aa
6,aa
2,aa
8,aa
6,aa
3,aa
7,aa
6,aa
6,aa
4,aa
6,aa
8,aa
8,aa
2,aa
9,aa
6,aa
7,aa
7,aa
4,aa
9,aa
7,aa
8,aa
2,aa
6,bb
6,aa
5,aa
6,aa
11,aa
7,aa
7,aa
4,aa
7,aa
13,aa
7,aa
8,aa
6,aa
5,aa
6,ss
9,aa
9,aa
7,aa
7,aa
7,aa
0,aa
7,aa
4,aa
4,aa
8,aa
6,aa
6,aa
7,bb
5,aa
7,aa
7,aa
9,aa
6,aa
4,aa
8,aa
6,bb
6,aa
6,aa
6,aa
5,aa
9,aa
8,aa
3,aa
6,aa
4,aa
6,aa
5,aa
5,aa
6,aa
9,aa
7,aa
5,aa
7,aa
7,aa
8,aa
6,aa
6,aa
6,aa
4,aa
6,aa
4,aa
5,aa
8,aa
4,aa
5,aa
6,aa
6,aa
9,aa
11,aa
7,aa
7,aa
4,aa
6,aa
-2,aa
9,aa
7,aa
3,aa
7,aa
12,aa
7,aa
7,aa
6,aa
9,aa
6,aa
9,aa
6,aa
5,aa
6,aa
8,aa
6,aa
4,aa
5,aa
4,aa
7,aa
7,aa
8,aa
9,aa
7,aa
6,aa
7,aa
7,aa
8,aa
6,aa
7,ss
6,aa
8,aa
6,aa
8,aa
8,aa
6,aa
7,aa
9,aa
7,aa
7,bb
8,aa
5,aa
7,aa
6,ss
7,aa
5,aa
2,aa
6,aa
7,aa
7,aa
6,ss
6,aa
4,aa
9,aa
3,aa
6,aa
6,aa
7,aa
4,aa
5,aa
4,aa
6,aa
4,aa
7,aa
5,aa
6,aa
6,aa
9,aa
6,bb
3,bb
9,aa
4,aa
3,aa
6,aa
3,aa
7,aa
7,aa
7,aa
6,bb
7,aa
7,aa
5,aa
7,aa
4,aa
7,aa
6,aa
4,aa
7,aa
7,aa
6,aa
7,aa
5,aa
8,aa
7,aa
6,aa
5,aa
7,aa
6,aa
8,aa
7,aa
3,aa
5,aa
7,aa
7,aa
7,aa
5,bb
7,aa
5,aa
4,aa
4,aa
6,aa
8,aa
6,bb
6,aa
8,aa
7,aa
7,aa
8,aa
5,aa
9,aa
6,aa
8,aa
7,aa
10,aa
6,aa
6,aa
7,aa
4,aa
6,aa
7,bb
4,aa
9,aa
6,aa
-85,ss
6,aa
6,aa
8,aa
6,aa
11,aa
7,aa
5,aa
7,aa
7,aa
9,aa
6,aa
6,aa
7,aa
7,ss
7,aa
6,aa
6,aa
7,aa
3,aa
5,aa
0,aa
0,aa
7,aa
6,aa
8,aa
3,ss
8,aa
7,aa
4,ss
7,aa
1,aa
6,aa
6,aa
7,aa
9,aa
7,aa
6,aa
4,aa
7,aa
6,aa
7,aa
6,aa
5,aa
7,aa
8,aa
7,aa
6,aa
6,aa
8,aa
7,aa
6,aa
7,aa
2,aa
5,aa
6,aa
7,aa
7,aa
6,bb
6,aa
8,aa
6,aa
5,aa
5,aa
7,aa
6,bb
6,aa
5,aa
8,aa
8,aa
8,aa
4,aa
6,aa
7,aa
9,aa
7,aa
5,aa
10,aa
6,aa
7,aa
3,aa
4,aa
11,aa
7,aa
9,aa
6,aa
7,aa
7,aa
6,aa
4,aa
3,bb
7,aa
4,aa
7,aa
6,aa
6,aa
7,aa
7,aa
6,aa
6,aa
8,aa
4,aa
7,aa
9,ss
8,aa
7,aa
7,aa
7,aa
8,aa
7,aa
5,aa
7,aa
9,aa
7,aa
7,aa
4,aa
7,aa
7,aa
10,aa
6,aa
6,aa
4,aa
7,aa
9,aa
7,aa
7,aa
5,aa
7,aa
7,aa
5,aa
10,aa
8,aa
4,aa
7,aa
7,aa
5,aa
6,bb
9,aa
7,aa
6,aa
7,aa
7,aa
6,aa
8,aa
4,aa
7,aa
17,aa
7,aa
11,aa
4,aa
6,aa
11,aa
7,aa
2,aa
7,bb
6,aa
5,aa
8,aa
5,aa
5,aa
6,aa
8,aa
6,aa
7,ss
5,aa
8,aa
5,aa
7,aa
6,aa
8,aa
7,aa
5,aa
8,aa
6,aa
5,aa
8,aa
4,aa
7,aa
7,aa
2,aa
4,aa
7,aa
7,aa
5,aa
5,aa
4,aa
6,aa
7,aa
6,aa
11,aa
5,aa
5,aa
5,aa
2,aa
7,aa
7,aa
5,aa
6,aa
5,aa
3,aa
5,aa
7,aa
5,aa
6,aa
7,bb
6,aa
7,aa
7,aa
5,aa
7,aa
7,aa
8,aa
3,aa
9,aa
7,aa
7,aa
7,aa
6,aa
6,aa
7,aa
7,aa
7,aa
8,aa
6,aa
6,aa
11,aa
5,aa
6,aa
9,aa
7,aa
7,aa
2,aa
7,bb
8,aa
7,aa
10,aa
7,ss
13,aa
9,aa
7,aa
6,aa
7,aa
12,aa
5,aa
3,aa
9,aa
6,ss
5,aa
4,aa
7,aa
8,aa
7,aa
7,ss
7,aa
7,aa
6,aa
8,aa
7,aa
6,aa
7,bb
7,aa
5,aa
7,ss
5,aa
2,aa
6,aa
9,aa
8,aa
6,aa
3,aa
7,aa
7,ss
6,aa
8,aa
7,aa
6,aa
6,aa
9,aa
5,aa
8,aa
5,aa
4,aa
8,ss
10,aa
5,aa
4,aa
5,aa
8,aa
5,aa
4,aa
6,bb
6,aa
4,aa
6,aa
4,aa
6,aa
4,aa
7,aa
7,aa
13,aa
6,aa
8,aa
7,aa
7,aa
6,aa
3,aa
1,aa
7,aa
7,aa
6,aa
5,aa
8,aa
5,aa
10,aa
9,aa
7,aa
5,aa
7,aa
11,aa
8,aa
8,aa
5,aa
9,aa
7,aa
9,aa
6,aa
5,aa
7,ss
4,aa
4,aa
7,aa
7,bb
7,aa
6,aa
7,aa
6,aa
10,aa
6,ss
7,aa
9,aa
8,aa
2,aa
7,aa
5,aa
5,aa
6,aa
4,aa
6,aa
6,aa
6,aa
5,aa
6,aa
6,aa
7,aa
4,aa
8,aa
7,aa
6,aa
6,aa
8,aa
7,aa
6,aa
4,aa
3,aa
7,aa
6,aa
8,aa
6,aa
4,aa
7,aa
6,aa
6,aa
7,aa
7,aa
4,aa
8,aa
8,aa
8,aa
10,aa
6,aa
7,aa
7,aa
7,aa
9,aa
5,aa
7,aa
6,aa
5,aa
4,bb
4,aa
6,bb
6,aa
7,aa
3,aa
4,aa
6,aa
6,aa
5,aa
8,aa
8,aa
7,aa
7,aa
9,aa
6,aa
7,aa
5,aa
7,aa
9,aa
4,aa
5,aa
5,aa
5,aa
6,aa
6,aa
7,bb
8,aa
5,aa
5,aa
7,bb
7,aa
7,aa
8,aa
9,aa
7,ss
8,aa
11,aa
6,aa
4,aa
14,aa
4,aa
7,aa
5,aa
6,aa
9,aa
6,aa
7,aa
7,aa
5,aa
3,aa
6,aa
5,aa
3,aa
7,aa
8,aa
8,aa
6,aa
7,aa
6,aa
8,aa
4,aa
5,aa
6,aa
7,aa
9,aa
2,aa
7,aa
6,aa
4,aa
6,aa
10,aa
6,aa
4,aa
7,aa
7,aa
8,aa
10,aa
8,aa
7,aa
6,aa
3,aa
4,aa
8,aa
8,ss
14,aa
9,aa
6,ss
5,aa
7,aa
5,aa
5,aa
3,aa
6,aa
7,aa
3,aa
3,aa
7,aa
7,aa
6,ss
10,aa
6,aa
7,aa
4,aa
7,aa
6,aa
3,aa
3,aa
7,aa
6,aa
6,aa
4,aa
7,aa
6,aa
10,ss
5,aa
4,aa
3,aa
5,aa
8,aa
3,aa
7,aa
5,aa
8,aa
7,aa
8,aa
6,bb
7,aa
8,aa
8,aa
7,aa
8,aa
7,aa
5,aa
8,aa
6,aa
2,aa
7,aa
7,aa
5,aa
7,aa
4,aa
6,aa
5,aa
8,aa
6,aa
6,aa
7,aa
5,aa
8,aa
6,aa
9,ss
7,aa
5,aa
3,aa
5,aa
7,aa
7,aa
7,aa
6,aa
7,aa
6,aa
6,aa
7,aa
5,aa
4,aa
6,aa
7,aa
7,aa
8,aa
5,ss
7,aa
5,aa
4,aa
7,aa
6,aa
4,aa
6,aa
5,aa
7,aa
6,aa
7,aa
8,aa
6,aa
7,aa
9,aa
5,aa
4,aa
4,aa
7,aa
6,aa
7,aa
4,aa
7,aa
7,aa
13,aa
6,aa
6,aa
0,aa
6,aa
6,aa
6,ss
6,aa
7,aa
4,aa
8,aa
8,aa
6,aa
7,aa
7,aa
7,aa
11,aa
6,aa
6,aa
4,aa
6,aa
5,aa
8,aa
5,aa
4,aa
8,aa
6,aa
4,aa
5,aa
4,aa
7,aa
6,aa
8,bb
5,aa
6,bb
8,aa
5,aa
7,aa
8,aa
9,aa
7,aa
4,aa
6,aa
8,aa
7,aa
10,aa
8,aa
5,aa
7,aa
7,aa
6,bb
6,aa
4,aa
7,aa
5,aa
5,aa
7,aa
4,aa
8,aa
7,aa
4,aa
7,aa
14,aa
7,aa
5,ss
4,aa
6,aa
7,aa
6,aa
6,aa
5,aa
7,aa
7,bb
9,aa
7,aa
-2,aa
6,aa
5,aa
7,aa
3,aa
3,aa
6,aa
9,aa
8,aa
9,aa
6,aa
4,aa
8,aa
5,aa
6,aa
4,aa
9,aa
8,aa
7,aa
6,aa
6,aa
7,aa
9,aa
8,aa
7,aa
9,aa
7,aa
4,aa
6,aa
6,aa
6,ss
6,aa
8,aa
6,aa
7,aa
6,aa
5,aa
4,bb
6,aa
6,ss
5,bb
5,aa
5,aa
7,aa
7,aa
11,aa
7,aa
9,aa
7,aa
8,aa
7,aa
5,aa
6,ss
6,bb
3,aa
4,aa
5,aa
8,aa
8,aa
6,aa
7,aa
6,aa
5,aa
1,aa
6,bb
7,aa
10,aa
4,aa
5,aa
7,aa
6,aa
9,aa
6,aa
4,aa
6,ss
6,aa
7,aa
8,aa
7,aa
0,bb
7,bb
7,aa
9,aa
6,aa
6,aa
7,aa
6,aa
5,aa
8,aa
4,aa
8,aa
6,aa
7,aa
6,aa
8,aa
7,aa
6,aa
7,aa
3,aa
7,aa
4,aa
6,aa
4,aa
9,aa
6,aa
5,aa
10,aa
7,aa
7,aa
5,aa
7,aa
4,aa
7,aa
8,aa
6,aa
6,aa
4,aa
4,aa
7,aa
8,aa
4,aa
8,aa
7,aa
6,aa
6,aa
6,aa
7,aa
6,aa
8,bb
7,aa
7,aa
5,aa
6,aa
6,aa
7,aa
6,aa
7,aa
6,aa
7,aa
6,aa
7,aa
6,bb
7,aa
8,aa
4,bb
6,aa
7,aa
7,aa
6,aa
9,aa
7,aa
6,aa
7,aa
7,aa
7,aa
5,aa
10,aa
7,aa
5,aa
8,aa
9,aa
11,aa
5,aa
6,aa
7,aa
9,aa
7,aa
5,aa
7,aa
7,aa
8,aa
5,aa
8,aa
4,aa
10,aa
8,aa
8,aa
8,aa
7,aa
6,aa
6,aa
8,aa
3,aa
6,aa
7,aa
12,aa
12,aa
7,aa
7,aa
4,aa
8,aa
8,aa
10,aa
7,aa
6,aa
7,aa
7,aa
7,aa
8,aa
4,aa
6,bb
6,bb
9,aa
7,aa
8,aa
7,bb
8,aa
5,ss
8,aa
5,aa
4,aa
7,aa
6,aa
8,aa
8,aa
7,aa
8,aa
4,aa
7,aa
4,aa
7,aa
7,aa
6,aa
6,aa
12,aa
8,aa
8,aa
6,aa
7,aa
4,aa
10,aa
6,aa
7,aa
7,aa
6,aa
4,aa
9,aa
8,aa
7,aa
6,aa
8,aa
8,aa
3,aa
4,aa
6,aa
6,aa
5,aa
9,aa
8,aa
4,aa
4,aa
6,aa
4,bb
8,aa
5,aa
7,aa
6,aa
5,aa
5,bb
3,aa
6,aa
4,aa
5,aa
7,aa
2,aa
8,aa
6,aa
7,aa
8,aa
7,aa
5,aa
7,aa
6,aa
8,bb
6,aa
7,aa
9,aa
7,aa
7,aa
4,aa
7,aa
6,aa
8,ss
4,aa
6,aa
3,aa
5,aa
4,aa
8,aa
6,aa
7,aa
8,ss
6,aa
9,ss
7,aa
8,bb
5,aa
8,aa
6,aa
4,aa
7,aa
6,aa
5,aa
7,aa
3,aa
7,aa
6,aa
6,aa
6,aa
3,aa
2,aa
6,aa
7,aa
7,aa
5,aa
6,aa
3,aa
4,aa
12,aa
7,aa
8,aa
10,aa
8,aa
3,aa
7,aa
7,aa
6,aa
4,aa
8,aa
7,aa
8,aa
4,aa
6,aa
8,aa
6,aa
10,aa
9,aa
6,aa
7,aa
5,aa
7,aa
8,aa
8,aa
6,aa
6,aa
6,ss
8,bb
7,bb
8,ss
7,aa
8,aa
7,bb
10,aa
5,aa
9,aa
5,aa
7,bb
7,aa
9,aa
5,aa
6,aa
8,aa
6,aa
7,aa
4,aa
8,ss
4,aa
6,aa
4,bb
8,aa
7,aa
6,aa
8,aa
6,aa
7,aa
7,aa
8,aa
6,aa
6,aa
7,aa
7,aa
8,aa
6,aa
10,aa
7,aa
6,aa
6,aa
8,aa
7,aa
6,aa
8,aa
6,aa
8,aa
7,aa
9,bb
7,aa
7,aa
6,aa
7,aa
6,aa
7,aa
9,aa
7,aa
4,aa
8,ss
7,bb
10,aa
7,aa
6,aa
7,aa
3,aa
8,bb
6,aa
4,aa
7,aa
4,aa
6,aa
8,aa
7,aa
4,aa
8,aa
8,ss
9,aa
8,bb
7,aa
5,aa
7,aa
7,aa
12,aa
9,aa
7,aa
6,aa
6,bb
6,aa
6,aa
7,aa
-1,ss
7,bb
6,aa
4,aa
10,aa
11,aa
6,aa
13,aa
7,aa
6,aa
7,aa
5,aa
5,ss
7,aa
6,aa
7,aa
6,aa
8,aa
7,aa
7,aa
6,aa
12,aa
7,aa
6,aa
6,aa
5,aa
7,aa
5,aa
7,aa
7,aa
7,aa
6,bb
6,aa
8,aa
8,aa
5,aa
2,aa
3,aa
7,aa
7,aa
4,aa
6,aa
7,aa
12,bb
7,aa
6,aa
5,aa
6,aa
7,aa
4,aa
7,aa
8,aa
7,aa
3,aa
6,aa
7,aa
8,aa
6,aa
9,aa
6,aa
6,aa
5,aa
8,aa
6,aa
4,aa
4,aa
5,aa
5,aa
6,aa
6,aa
8,aa
6,ss
4,aa
4,aa
9,aa
6,aa
8,aa
4,aa
8,aa
7,aa
6,bb
7,aa
6,aa
8,aa
4,aa
4,aa
7,aa
6,bb
11,aa
9,aa
7,aa
6,aa
6,aa
7,aa
5,aa
6,aa
8,aa
8,aa
7,aa
4,aa
8,aa
6,aa
7,bb
1,aa
6,aa
4,aa
7,bb
7,aa
6,aa
7,aa
6,aa
6,aa
4,aa
7,aa
8,aa
4,aa
4,aa
7,aa
7,aa
6,aa
8,bb
5,aa
6,aa
6,aa
5,aa
8,aa
7,aa
5,aa
6,aa
0,aa
9,aa
4,aa
7,aa
5,aa
8,aa
7,aa
6,aa
9,aa
7,aa
9,aa
7,aa
3,aa
8,aa
6,aa
7,aa
8,bb
7,aa
6,aa
6,aa
8,aa
7,aa
7,aa
5,aa
5,aa
7,aa
5,aa
4,aa
7,aa
5,aa
9,aa
6,aa
7,aa
13,aa
4,aa
6,aa
6,aa
7,bb
6,aa
7,aa
6,aa
8,aa
9,aa
9,aa
6,aa
6,ss
9,aa
5,aa
7,aa
7,aa
4,aa
9,aa
13,aa
5,aa
7,aa
8,aa
4,aa
7,aa
6,aa
10,aa
7,aa
6,aa
5,aa
8,aa
7,aa
3,aa
6,aa
15,aa
5,aa
6,aa
8,aa
7,bb
7,aa
6,aa
8,aa
3,aa
12,aa
6,bb
7,aa
7,aa
7,aa
9,aa
9,aa
6,aa
9,aa
5,aa
7,aa
5,aa
4,aa
4,aa
5,aa
7,aa
7,aa
6,aa
7,aa
7,aa
7,aa
6,aa
6,aa
4,aa
4,aa
6,aa
6,aa
-88,aa
7,aa
6,aa
6,aa
7,aa
8,aa
7,aa
7,aa
6,aa
7,aa
6,aa
5,aa
5,ss
6,aa
6,ss
3,aa
6,aa
7,aa
7,aa
6,aa
5,aa
7,aa
6,aa
7,aa
5,aa
5,aa
6,aa
6,aa
8,aa
5,aa
5,aa
3,aa
6,aa
8,aa
4,aa
8,aa
8,aa
7,aa
5,aa
6,ss
6,aa
6,aa
7,aa
7,aa
4,aa
7,aa
6,bb
6,aa
7,aa
7,aa
0,aa
7,aa
5,aa
6,aa
8,aa
7,aa
6,aa
6,bb
9,aa
9,aa
5,aa
8,ss
4,aa
5,aa
6,ss
7,aa
7,aa
5,aa
7,aa
7,aa
8,aa
7,aa
5,aa
8,aa
10,aa
10,aa
5,aa
5,aa
8,aa
5,aa
6,aa
3,aa
5,aa
4,aa
7,aa
6,bb
6,aa
7,aa
8,aa
7,aa
5,aa
7,aa
7,aa
7,aa
8,aa
2,aa
4,aa
4,aa
6,aa
3,bb
6,aa
5,aa
8,aa
3,aa
6,aa
6,aa
4,aa
7,aa
5,aa
7,aa
10,aa
7,aa
7,aa
7,aa
11,aa
8,aa
4,aa
6,aa
7,aa
5,aa
6,aa
6,aa
7,aa
6,aa
6,aa
8,aa
8,aa
7,aa
4,bb
4,ss
7,aa
7,aa
7,aa
5,aa
7,aa
5,aa
9,aa
5,aa
5,aa
7,aa
6,aa
4,aa
4,aa
7,aa
5,aa
6,aa
6,aa
6,aa
7,aa
5,aa
8,aa
6,aa
4,aa
8,aa
7,aa
5,aa
7,aa
8,aa
6,aa
7,aa
7,aa
9,aa
7,aa
7,aa
5,aa
7,aa
3,aa
5,aa
9,aa
6,bb
7,aa
4,aa
3,aa
7,aa
7,aa
11,aa
6,ss
6,aa
8,aa
6,aa
6,aa
7,aa
7,aa
7,aa
7,bb
4,aa
8,aa
7,aa
5,aa
8,aa
7,aa
7,aa
6,aa
7,aa
7,aa
15,aa
8,aa
6,aa
7,aa
6,aa
7,ss
7,aa
6,aa
11,aa
8,aa
3,aa
7,aa
6,aa
4,aa
8,aa
7,aa
5,aa
7,aa
10,aa
6,aa
9,aa
4,aa
7,aa
7,aa
8,aa
5,aa
7,aa
4,aa
11,ss
7,aa
7,aa
6,aa
7,aa
7,aa
4,aa
8,aa
6,aa
3,ss
7,aa
6,aa
6,aa
7,aa
5,aa
7,bb
7,aa
8,aa
7,aa
-1,aa
6,aa
3,bb
8,aa
8,aa
4,aa
4,aa
7,aa
7,aa
7,aa
6,aa
8,aa
7,aa
9,ss
5,aa
4,aa
10,aa
7,aa
6,aa
6,aa
6,aa
7,aa
5,aa
6,aa
7,bb
4,aa
7,aa
8,aa
6,aa
5,aa
6,aa
9,aa
5,aa
8,aa
7,aa
6,aa
5,aa
7,aa
7,ss
9,bb
7,aa
6,aa
7,aa
7,aa
7,aa
7,aa
6,aa
7,bb
8,aa
6,aa
2,aa
4,ss
6,aa
7,aa
5,aa
7,aa
7,aa
5,aa
7,aa
4,aa
5,aa
6,bb
5,aa
6,aa
5,aa
6,aa
9,aa
8,aa
3,aa
4,aa
6,aa
7,aa
6,ss
2,ss
7,aa
8,aa
6,aa
6,aa
8,aa
7,aa
7,aa
9,aa
4,aa
4,aa
6,aa
6,aa
5,aa
5,aa
5,aa
7,aa
8,aa
6,aa
4,aa
5,ss
4,aa
5,aa
